#TYPE System.ServiceProcess.ServiceController
"Name";"RequiredServices";"CanPauseAndContinue";"CanShutdown";"CanStop";"DisplayName";"DependentServices";"MachineName";"ServiceName";"ServicesDependedOn";"ServiceHandle";"Status";"ServiceType";"StartType";"Site";"Container"
"vmicvmsession";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Servicio PowerShell Direct de Hyper-V";"System.ServiceProcess.ServiceController[]";".";"vmicvmsession";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"vmicvss";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Solicitante de instant?neas de volumen de Hyper-V";"System.ServiceProcess.ServiceController[]";".";"vmicvss";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"VSS";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Instant?neas de volumen";"System.ServiceProcess.ServiceController[]";".";"VSS";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess";"Manual";;
"VSStandardCollectorService150";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Visual Studio Standard Collector Service 150";"System.ServiceProcess.ServiceController[]";".";"VSStandardCollectorService150";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess";"Manual";;
"W32Time";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Hora de Windows";"System.ServiceProcess.ServiceController[]";".";"W32Time";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess, Win32ShareProcess";"Manual";;
"WaaSMedicSvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Windows Update Medic Service";"System.ServiceProcess.ServiceController[]";".";"WaaSMedicSvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess, Win32ShareProcess";"Manual";;
"WalletService";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"WalletService";"System.ServiceProcess.ServiceController[]";".";"WalletService";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"WarpJITSvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"WarpJITSvc";"System.ServiceProcess.ServiceController[]";".";"WarpJITSvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess";"Manual";;
"wbengine";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Servicio del m?dulo de copia de seguridad a nivel de bloque";"System.ServiceProcess.ServiceController[]";".";"wbengine";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess";"Manual";;
"WbioSrvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Servicio biom?trico de Windows";"System.ServiceProcess.ServiceController[]";".";"WbioSrvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess, Win32ShareProcess";"Automatic";;
"Wcmsvc";"System.ServiceProcess.ServiceController[]";"False";"True";"True";"Administrador de conexiones de Windows";"System.ServiceProcess.ServiceController[]";".";"Wcmsvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Running";"Win32OwnProcess";"Automatic";;
"wcncsvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Registrador de configuraci?n de Windows Connect Now";"System.ServiceProcess.ServiceController[]";".";"wcncsvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"WdiServiceHost";"System.ServiceProcess.ServiceController[]";"False";"True";"True";"Host del servicio de diagn?stico";"System.ServiceProcess.ServiceController[]";".";"WdiServiceHost";"System.ServiceProcess.ServiceController[]";;"Running";"Win32OwnProcess, Win32ShareProcess";"Manual";;
"WdiSystemHost";"System.ServiceProcess.ServiceController[]";"False";"True";"True";"Host de sistema de diagn?stico";"System.ServiceProcess.ServiceController[]";".";"WdiSystemHost";"System.ServiceProcess.ServiceController[]";;"Running";"Win32OwnProcess, Win32ShareProcess";"Manual";;
"WdNisSvc";"System.ServiceProcess.ServiceController[]";"False";"False";"True";"Servicio de inspecci?n de red de Antivirus de Windows Defender";"System.ServiceProcess.ServiceController[]";".";"WdNisSvc";"System.ServiceProcess.ServiceController[]";;"Running";"Win32OwnProcess";"Manual";;
"WebClient";"System.ServiceProcess.ServiceController[]";"False";"False";"True";"Cliente web";"System.ServiceProcess.ServiceController[]";".";"WebClient";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Running";"Win32OwnProcess, Win32ShareProcess";"Manual";;
"Wecsvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Recopilador de eventos de Windows";"System.ServiceProcess.ServiceController[]";".";"Wecsvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"WEPHOSTSVC";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Servicio host de proveedor de cifrado de Windows";"System.ServiceProcess.ServiceController[]";".";"WEPHOSTSVC";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"wercplsupport";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Ayuda del Panel de control de Informes de problemas y soluciones";"System.ServiceProcess.ServiceController[]";".";"wercplsupport";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"WerSvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Servicio Informe de errores de Windows";"System.ServiceProcess.ServiceController[]";".";"WerSvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess";"Manual";;
"WFDSConMgrSvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Servicio de administrador de conexiones con servicios Wi-Fi Direct";"System.ServiceProcess.ServiceController[]";".";"WFDSConMgrSvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"WiaRpc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Eventos de adquisici?n de im?genes est?ticas";"System.ServiceProcess.ServiceController[]";".";"WiaRpc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"WinDefend";"System.ServiceProcess.ServiceController[]";"False";"True";"True";"Servicio de Antivirus de Windows Defender";"System.ServiceProcess.ServiceController[]";".";"WinDefend";"System.ServiceProcess.ServiceController[]";;"Running";"Win32OwnProcess";"Automatic";;
"WinHttpAutoProxySvc";"System.ServiceProcess.ServiceController[]";"False";"True";"False";"Servicio de detecci?n autom?tica de proxy web WinHTTP";"System.ServiceProcess.ServiceController[]";".";"WinHttpAutoProxySvc";"System.ServiceProcess.ServiceController[]";;"Running";"Win32OwnProcess, Win32ShareProcess";"Manual";;
"Winmgmt";"System.ServiceProcess.ServiceController[]";"True";"True";"True";"Instrumental de administraci?n de Windows";"System.ServiceProcess.ServiceController[]";".";"Winmgmt";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Running";"Win32OwnProcess, Win32ShareProcess";"Automatic";;
"WinRM";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Administraci?n remota de Windows (WS-Management)";"System.ServiceProcess.ServiceController[]";".";"WinRM";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"wisvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Servicio de Windows Insider";"System.ServiceProcess.ServiceController[]";".";"wisvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess, Win32ShareProcess";"Manual";;
"WlanSvc";"System.ServiceProcess.ServiceController[]";"False";"True";"True";"Configuraci?n autom?tica de WLAN";"System.ServiceProcess.ServiceController[]";".";"WlanSvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Running";"Win32OwnProcess";"Automatic";;
"wlidsvc";"System.ServiceProcess.ServiceController[]";"False";"False";"True";"Ayudante para el inicio de sesi?n de cuenta Microsoft";"System.ServiceProcess.ServiceController[]";".";"wlidsvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Running";"Win32OwnProcess, Win32ShareProcess";"Manual";;
"wlpasvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Servicio de asistente para perfil local";"System.ServiceProcess.ServiceController[]";".";"wlpasvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"WManSvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Servicio de administraci?n de Windows";"System.ServiceProcess.ServiceController[]";".";"WManSvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"wmiApSrv";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Adaptador de rendimiento de WMI";"System.ServiceProcess.ServiceController[]";".";"wmiApSrv";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess";"Manual";;
"WMPNetworkSvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Servicio de uso compartido de red del Reproductor de Windows Media";"System.ServiceProcess.ServiceController[]";".";"WMPNetworkSvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess";"Manual";;
"workfolderssvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Carpetas de trabajo";"System.ServiceProcess.ServiceController[]";".";"workfolderssvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"WpcMonSvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Control parental";"System.ServiceProcess.ServiceController[]";".";"WpcMonSvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess";"Manual";;
"WPDBusEnum";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Servicio enumerador de dispositivos port?tiles";"System.ServiceProcess.ServiceController[]";".";"WPDBusEnum";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32OwnProcess, Win32ShareProcess";"Manual";;
"WpnService";"System.ServiceProcess.ServiceController[]";"False";"False";"True";"Servicio del sistema de notificaciones de inserci?n de Windows";"System.ServiceProcess.ServiceController[]";".";"WpnService";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Running";"Win32OwnProcess, Win32ShareProcess";"Automatic";;
"WpnUserService_789d044";"System.ServiceProcess.ServiceController[]";"False";"False";"True";"Servicio de usuario de notificaciones de inserci?n de Windows_789d044";"System.ServiceProcess.ServiceController[]";".";"WpnUserService_789d044";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Running";"240";"Automatic";;
"wscsvc";"System.ServiceProcess.ServiceController[]";"False";"True";"True";"Centro de seguridad";"System.ServiceProcess.ServiceController[]";".";"wscsvc";"System.ServiceProcess.ServiceController[]";;"Running";"Win32OwnProcess, Win32ShareProcess";"Automatic";;
"WSearch";"System.ServiceProcess.ServiceController[]";"False";"True";"True";"Windows Search";"System.ServiceProcess.ServiceController[]";".";"WSearch";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Running";"Win32OwnProcess";"Automatic";;
"WTabletServicePro";"System.ServiceProcess.ServiceController[]";"False";"True";"True";"Wacom Professional Service";"System.ServiceProcess.ServiceController[]";".";"WTabletServicePro";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Running";"Win32OwnProcess";"Automatic";;
"wuauserv";"System.ServiceProcess.ServiceController[]";"False";"True";"True";"Windows Update";"System.ServiceProcess.ServiceController[]";".";"wuauserv";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Running";"Win32OwnProcess, Win32ShareProcess";"Manual";;
"WwanSvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Configuraci?n autom?tica de WWAN";"System.ServiceProcess.ServiceController[]";".";"WwanSvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"XblAuthManager";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Administraci?n de autenticaci?n de Xbox Live";"System.ServiceProcess.ServiceController[]";".";"XblAuthManager";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"XblGameSave";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Partida guardada en Xbox Live";"System.ServiceProcess.ServiceController[]";".";"XblGameSave";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"XboxGipSvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Xbox Accessory Management Service";"System.ServiceProcess.ServiceController[]";".";"XboxGipSvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"XboxNetApiSvc";"System.ServiceProcess.ServiceController[]";"False";"False";"False";"Servicio de red de Xbox Live";"System.ServiceProcess.ServiceController[]";".";"XboxNetApiSvc";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Stopped";"Win32ShareProcess";"Manual";;
"ZeroConfigService";"System.ServiceProcess.ServiceController[]";"False";"False";"True";"Intel(R) PROSet/Wireless Zero Configuration Service";"System.ServiceProcess.ServiceController[]";".";"ZeroConfigService";"System.ServiceProcess.ServiceController[]";"SafeServiceHandle";"Running";"Win32OwnProcess";"Automatic";;
